annotator_id,method,sample_id,dataset,model,capability,input_text,expected_label,predicted_label,failure_reason,report_text,correctness_1_to_5,understandability_1_to_5,usefulness_1_to_5,actionability_1_to_5,comments
A2,CheckList + Attribution,mnli_lex_0001,mnli,roberta,lexical_overlap,The boy is helping the girl. [SEP] The girl is helping the boy.,NEUTRAL,CONTRADICTION,N/A,"CheckList + Attribution report: Dataset: mnli. Model: roberta. Capability: lexical_overlap. Relation: directional. Input: The boy is helping the girl. [SEP] The girl is helping the boy.. Expected label: NEUTRAL. Predicted label: CONTRADICTION. The report adds token-level attribution evidence. Attribution Mismatch Score AM=0.769; cue attribution ratio=0.231. Top attributed tokens: [[""boy"", 0.25345251483562575], [""girl"", 0.24978522806918277], [""helping"", 0.2312071519314115], [""the"", 0.1716305725682124], [""is"", 0.0939245325955676]]. This report suggests whether the model focused on expected cues or misleading tokens, but it does not validate the explanation using counterfactual behavior.",,,,,
A1,CheckList + Counterfactual,mnli_lex_0001,mnli,roberta,lexical_overlap,The boy is helping the girl. [SEP] The girl is helping the boy.,NEUTRAL,CONTRADICTION,N/A,"CheckList + Counterfactual report: Dataset: mnli. Model: roberta. Capability: lexical_overlap. Relation: directional. Input: The boy is helping the girl. [SEP] The girl is helping the boy.. Expected label: NEUTRAL. Predicted label: CONTRADICTION. The counterfactual prediction was ENTAILMENT, with counterfactual fail status=0. Counterfactual sensitivity CS=0.002. This report shows whether the model changed under a controlled counterfactual input, but it does not include token-level attribution or a full explanation-validated failure score.",,,,,
A2,CheckList + Counterfactual,mnli_lex_0001,mnli,roberta,lexical_overlap,The boy is helping the girl. [SEP] The girl is helping the boy.,NEUTRAL,CONTRADICTION,N/A,"CheckList + Counterfactual report: Dataset: mnli. Model: roberta. Capability: lexical_overlap. Relation: directional. Input: The boy is helping the girl. [SEP] The girl is helping the boy.. Expected label: NEUTRAL. Predicted label: CONTRADICTION. The counterfactual prediction was ENTAILMENT, with counterfactual fail status=0. Counterfactual sensitivity CS=0.002. This report shows whether the model changed under a controlled counterfactual input, but it does not include token-level attribution or a full explanation-validated failure score.",,,,,
A1,X-CheckList,qqp_word_0000,qqp,bert,word_order_sensitivity,Can a dog chase a cat? [SEP] Can a cat chase a dog?,NOT_EQUIVALENT,EQUIVALENT,"Word-order sensitivity failure: model likely over-relied on overlapping terms and missed role/order reversal; AM=0.78, CS=0.32; top tokens: cat:0.34, dog:0.26, chase:0.22, a:0.12, can:0.06.","X-CheckList report: Dataset: qqp. Model: bert. Capability: word_order_sensitivity. Relation: directional. Input: Can a dog chase a cat? [SEP] Can a cat chase a dog?. Expected label: NOT_EQUIVALENT. Predicted label: EQUIVALENT. Attribution evidence: AM=0.782, cue attribution ratio=0.218, top attributed tokens=[[""cat"", 0.34068252747683764], [""dog"", 0.25633858773157925], [""chase"", 0.2184315022800548], [""a"", 0.12450253114595755], [""can"", 0.06004485136557074]]. Counterfactual evidence: counterfactual predicted label=EQUIVALENT, counterfactual fail status=0, CS=0.320. Explanation-Validated Failure Score EVFS=0.531. Diagnostic failure reason: Word-order sensitivity failure: model likely over-relied on overlapping terms and missed role/order reversal; AM=0.78, CS=0.32; top tokens: cat:0.34, dog:0.26, chase:0.22, a:0.12, can:0.06.",,,,,
A2,X-CheckList,qqp_word_0000,qqp,bert,word_order_sensitivity,Can a dog chase a cat? [SEP] Can a cat chase a dog?,NOT_EQUIVALENT,EQUIVALENT,"Word-order sensitivity failure: model likely over-relied on overlapping terms and missed role/order reversal; AM=0.78, CS=0.32; top tokens: cat:0.34, dog:0.26, chase:0.22, a:0.12, can:0.06.","X-CheckList report: Dataset: qqp. Model: bert. Capability: word_order_sensitivity. Relation: directional. Input: Can a dog chase a cat? [SEP] Can a cat chase a dog?. Expected label: NOT_EQUIVALENT. Predicted label: EQUIVALENT. Attribution evidence: AM=0.782, cue attribution ratio=0.218, top attributed tokens=[[""cat"", 0.34068252747683764], [""dog"", 0.25633858773157925], [""chase"", 0.2184315022800548], [""a"", 0.12450253114595755], [""can"", 0.06004485136557074]]. Counterfactual evidence: counterfactual predicted label=EQUIVALENT, counterfactual fail status=0, CS=0.320. Explanation-Validated Failure Score EVFS=0.531. Diagnostic failure reason: Word-order sensitivity failure: model likely over-relied on overlapping terms and missed role/order reversal; AM=0.78, CS=0.32; top tokens: cat:0.34, dog:0.26, chase:0.22, a:0.12, can:0.06.",,,,,
A1,Standard CheckList,qqp_word_0000,qqp,bert,word_order_sensitivity,Can a dog chase a cat? [SEP] Can a cat chase a dog?,NOT_EQUIVALENT,EQUIVALENT,N/A,"Standard CheckList report: Dataset: qqp. Model: bert. Capability: word_order_sensitivity. Relation: directional. Input: Can a dog chase a cat? [SEP] Can a cat chase a dog?. Expected label: NOT_EQUIVALENT. Predicted label: EQUIVALENT. The report identifies this as a failed behavioral test because the predicted label does not match the expected label. No attribution evidence, counterfactual validation, or detailed failure reason is provided.",,,,,
A2,Standard CheckList,qqp_word_0000,qqp,bert,word_order_sensitivity,Can a dog chase a cat? [SEP] Can a cat chase a dog?,NOT_EQUIVALENT,EQUIVALENT,N/A,"Standard CheckList report: Dataset: qqp. Model: bert. Capability: word_order_sensitivity. Relation: directional. Input: Can a dog chase a cat? [SEP] Can a cat chase a dog?. Expected label: NOT_EQUIVALENT. Predicted label: EQUIVALENT. The report identifies this as a failed behavioral test because the predicted label does not match the expected label. No attribution evidence, counterfactual validation, or detailed failure reason is provided.",,,,,
A1,CheckList + Attribution,qqp_word_0000,qqp,bert,word_order_sensitivity,Can a dog chase a cat? [SEP] Can a cat chase a dog?,NOT_EQUIVALENT,EQUIVALENT,N/A,"CheckList + Attribution report: Dataset: qqp. Model: bert. Capability: word_order_sensitivity. Relation: directional. Input: Can a dog chase a cat? [SEP] Can a cat chase a dog?. Expected label: NOT_EQUIVALENT. Predicted label: EQUIVALENT. The report adds token-level attribution evidence. Attribution Mismatch Score AM=0.782; cue attribution ratio=0.218. Top attributed tokens: [[""cat"", 0.34068252747683764], [""dog"", 0.25633858773157925], [""chase"", 0.2184315022800548], [""a"", 0.12450253114595755], [""can"", 0.06004485136557074]]. This report suggests whether the model focused on expected cues or misleading tokens, but it does not validate the explanation using counterfactual behavior.",,,,,
A2,CheckList + Attribution,qqp_word_0000,qqp,bert,word_order_sensitivity,Can a dog chase a cat? [SEP] Can a cat chase a dog?,NOT_EQUIVALENT,EQUIVALENT,N/A,"CheckList + Attribution report: Dataset: qqp. Model: bert. Capability: word_order_sensitivity. Relation: directional. Input: Can a dog chase a cat? [SEP] Can a cat chase a dog?. Expected label: NOT_EQUIVALENT. Predicted label: EQUIVALENT. The report adds token-level attribution evidence. Attribution Mismatch Score AM=0.782; cue attribution ratio=0.218. Top attributed tokens: [[""cat"", 0.34068252747683764], [""dog"", 0.25633858773157925], [""chase"", 0.2184315022800548], [""a"", 0.12450253114595755], [""can"", 0.06004485136557074]]. This report suggests whether the model focused on expected cues or misleading tokens, but it does not validate the explanation using counterfactual behavior.",,,,,
A1,CheckList + Counterfactual,qqp_word_0000,qqp,bert,word_order_sensitivity,Can a dog chase a cat? [SEP] Can a cat chase a dog?,NOT_EQUIVALENT,EQUIVALENT,N/A,"CheckList + Counterfactual report: Dataset: qqp. Model: bert. Capability: word_order_sensitivity. Relation: directional. Input: Can a dog chase a cat? [SEP] Can a cat chase a dog?. Expected label: NOT_EQUIVALENT. Predicted label: EQUIVALENT. The counterfactual prediction was EQUIVALENT, with counterfactual fail status=0. Counterfactual sensitivity CS=0.320. This report shows whether the model changed under a controlled counterfactual input, but it does not include token-level attribution or a full explanation-validated failure score.",,,,,
A2,CheckList + Counterfactual,qqp_word_0000,qqp,bert,word_order_sensitivity,Can a dog chase a cat? [SEP] Can a cat chase a dog?,NOT_EQUIVALENT,EQUIVALENT,N/A,"CheckList + Counterfactual report: Dataset: qqp. Model: bert. Capability: word_order_sensitivity. Relation: directional. Input: Can a dog chase a cat? [SEP] Can a cat chase a dog?. Expected label: NOT_EQUIVALENT. Predicted label: EQUIVALENT. The counterfactual prediction was EQUIVALENT, with counterfactual fail status=0. Counterfactual sensitivity CS=0.320. This report shows whether the model changed under a controlled counterfactual input, but it does not include token-level attribution or a full explanation-validated failure score.",,,,,
A1,X-CheckList,imdb_robust_0215,imdb,distilbert,robustness,"I wouldn't exactly call this a good movie, in fact it might even be a bad one.<br /><br />BUT there are at least 2 good reasons to keep watching this movie, those are the performances from AGNES BRUCKNER (Eden) and JONATHAN JACKSON (Eric) whom both deliver solid performances.<br /><br />They are much better then the rest of the cast whom are pretty bad, especially MEAGAN GOODE (Cousin Skeeter).<br /><br />BIJOU PHILIPS was excellent in the ""Suburban kids goes to the hood""-drama HAVOC, but here s",NEGATIVE,POSITIVE,"Robustness failure: model was sensitive to typo/noise or surface perturbation; invariance CS=0.28; top tokens: bad:0.06, whom:0.06, pretty:0.04, are:0.04, excellent:0.04.","X-CheckList report: Dataset: imdb. Model: distilbert. Capability: robustness. Relation: invariance. Input: I wouldn't exactly call this a good movie, in fact it might even be a bad one.<br /><br />BUT there are at least 2 good reasons to keep watching this movie, those are the performances from AGNES BRUCKNER (Eden) and JONATHAN JACKSON (Eric) whom both deliver solid performances.<br /><br />They are much better then the rest of the cast whom are pretty bad, especially MEAGAN GOODE (Cousin Skeeter).<br /><br />BIJOU PHILIPS was excellent in the ""Suburban kids goes to the hood""-drama HAVOC, but here s. Expected label: NEGATIVE. Predicted label: POSITIVE. Attribution evidence: AM=0.500, cue attribution ratio=0.000, top attributed tokens=[[""bad"", 0.06394482093912715], [""whom"", 0.06337033217072298], [""pretty"", 0.04118326586537988], [""are"", 0.03914325671776181], [""excellent"", 0.03541987050093274], [""better"", 0.034963318749400354], [""the"", 0.033909579275660094], [""performances"", 0.028981972673182692], [""solid"", 0.02739083658254079], [""good"", 0.026505099034376187]]. Counterfactual evidence: counterfactual predicted label=NEGATIVE, counterfactual fail status=0, CS=0.279. Explanation-Validated Failure Score EVFS=0.140. Diagnostic failure reason: Robustness failure: model was sensitive to typo/noise or surface perturbation; invariance CS=0.28; top tokens: bad:0.06, whom:0.06, pretty:0.04, are:0.04, excellent:0.04.",,,,,
