sentence,label,idx,dataset,task,text,premise,hypothesis,question1,question2,sentence1,sentence2
"a tender , heartfelt family drama . ",1,55.0,sst2,sentiment,,,,,,,
"while its careful pace and seemingly opaque story may not satisfy every moviegoer 's appetite , the film 's final scene is soaringly , transparently moving . ",1,766.0,sst2,sentiment,,,,,,,
"birthday girl is an amusing joy ride , with some surprisingly violent moments . ",1,655.0,sst2,sentiment,,,,,,,
"for anyone unfamiliar with pentacostal practices in general and theatrical phenomenon of hell houses in particular , it 's an eye-opener . ",1,532.0,sst2,sentiment,,,,,,,
it 's a grab bag of genres that do n't add up to a whole lot of sense . ,0,363.0,sst2,sentiment,,,,,,,
"something akin to a japanese alice through the looking glass , except that it seems to take itself far more seriously . ",1,448.0,sst2,sentiment,,,,,,,
"that dogged good will of the parents and ` vain ' jia 's defoliation of ego , make the film touching despite some doldrums . ",1,204.0,sst2,sentiment,,,,,,,
"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it . ",0,597.0,sst2,sentiment,,,,,,,
almost gags on its own gore . ,0,434.0,sst2,sentiment,,,,,,,
the characters are interesting and often very creatively constructed from figure to backstory . ,1,468.0,sst2,sentiment,,,,,,,
"not only unfunny , but downright repellent . ",0,346.0,sst2,sentiment,,,,,,,
"this is wild surreal stuff , but brilliant and the camera just kind of sits there and lets you look at this and its like you 're going from one room to the next and none of them have any relation to the other . ",1,440.0,sst2,sentiment,,,,,,,
"this is a story of two misfits who do n't stand a chance alone , but together they are magnificent . ",1,60.0,sst2,sentiment,,,,,,,
"at the very least , if you do n't know anything about derrida when you walk into the theater , you wo n't know much more when you leave . ",0,199.0,sst2,sentiment,,,,,,,
"his comedy premises are often hackneyed or just plain crude , calculated to provoke shocked laughter , without following up on a deeper level . ",0,350.0,sst2,sentiment,,,,,,,
the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess 's home video of their baby 's birth . ,0,620.0,sst2,sentiment,,,,,,,
"trite , banal , cliched , mostly inoffensive . ",0,436.0,sst2,sentiment,,,,,,,
"a warm but realistic meditation on friendship , family and affection . ",1,383.0,sst2,sentiment,,,,,,,
"majidi is an unconventional storyteller , capable of finding beauty in the most depressing places . ",1,677.0,sst2,sentiment,,,,,,,
there is no pleasure in watching a child suffer . ,0,355.0,sst2,sentiment,,,,,,,
"expect the same-old , lame-old slasher nonsense , just with different scenery . ",0,657.0,sst2,sentiment,,,,,,,
"without non-stop techno or the existential overtones of a kieslowski morality tale , maelström is just another winter sleepers . ",0,618.0,sst2,sentiment,,,,,,,
"woody allen 's latest is an ambling , broad comedy about all there is to love -- and hate -- about the movie biz . ",1,830.0,sst2,sentiment,,,,,,,
"a breezy romantic comedy that has the punch of a good sitcom , while offering exceptionally well-detailed characters . ",1,430.0,sst2,sentiment,,,,,,,
... takes the beauty of baseball and melds it with a story that could touch anyone regardless of their familiarity with the sport ,1,613.0,sst2,sentiment,,,,,,,
i can take infantile humor ... but this is the sort of infantile that makes you wonder about changing the director and writer 's diapers . ,0,813.0,sst2,sentiment,,,,,,,
very psychoanalytical -- provocatively so -- and also refreshingly literary . ,1,784.0,sst2,sentiment,,,,,,,
"it 's a scattershot affair , but when it hits its mark it 's brilliant . ",1,90.0,sst2,sentiment,,,,,,,
a strangely compelling and brilliantly acted psychological drama . ,1,817.0,sst2,sentiment,,,,,,,
it 's a bad thing when a movie has about as much substance as its end credits blooper reel . ,0,181.0,sst2,sentiment,,,,,,,
one of the most significant moviegoing pleasures of the year . ,1,778.0,sst2,sentiment,,,,,,,
"this one is definitely one to skip , even for horror movie fanatics . ",0,69.0,sst2,sentiment,,,,,,,
"in execution , this clever idea is far less funny than the original , killers from space . ",0,131.0,sst2,sentiment,,,,,,,
the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy . ,0,442.0,sst2,sentiment,,,,,,,
"sit through this one , and you wo n't need a magic watch to stop time ; your dvd player will do it for you . ",0,695.0,sst2,sentiment,,,,,,,
"pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far exceed the abilities of writer adam larson broder and his co-director , tony r. abrams , in their feature debut . ",0,135.0,sst2,sentiment,,,,,,,
a woman 's pic directed with resonance by ilya chaiken . ,1,164.0,sst2,sentiment,,,,,,,
"it 's a cookie-cutter movie , a cut-and-paste job . ",0,28.0,sst2,sentiment,,,,,,,
"preaches to two completely different choirs at the same time , which is a pretty amazing accomplishment . ",1,669.0,sst2,sentiment,,,,,,,
"morton uses her face and her body language to bring us morvern 's soul , even though the character is almost completely deadpan . ",1,193.0,sst2,sentiment,,,,,,,
"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . ",0,291.0,sst2,sentiment,,,,,,,
funny but perilously slight . ,1,481.0,sst2,sentiment,,,,,,,
"ramsay , as in ratcatcher , remains a filmmaker with an acid viewpoint and a real gift for teasing chilly poetry out of lives and settings that might otherwise seem drab and sordid . ",1,467.0,sst2,sentiment,,,,,,,
sacrifices the value of its wealth of archival foot-age with its less-than-objective stance . ,0,140.0,sst2,sentiment,,,,,,,
"determined to be fun , and bouncy , with energetic musicals , the humor did n't quite engage this adult . ",0,173.0,sst2,sentiment,,,,,,,
a sometimes tedious film . ,0,6.0,sst2,sentiment,,,,,,,
"due to some script weaknesses and the casting of the director 's brother , the film trails off into inconsequentiality . ",0,651.0,sst2,sentiment,,,,,,,
"a very well-made , funny and entertaining picture . ",1,396.0,sst2,sentiment,,,,,,,
"one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others . ",1,73.0,sst2,sentiment,,,,,,,
fancy a real downer ? ,0,601.0,sst2,sentiment,,,,,,,
"a warm , funny , engaging film . ",1,311.0,sst2,sentiment,,,,,,,
"the lion king was a roaring success when it was released eight years ago , but on imax it seems better , not just bigger . ",1,433.0,sst2,sentiment,,,,,,,
the best that can be said about the work here of scottish director ritchie ... is that he obviously does n't have his heart in it . ,0,145.0,sst2,sentiment,,,,,,,
affleck and jackson are good sparring partners . ,1,234.0,sst2,sentiment,,,,,,,
the socio-histo-political treatise is told in earnest strides ... ( and ) personal illusion is deconstructed with poignancy . ,1,220.0,sst2,sentiment,,,,,,,
"unlike the speedy wham-bam effect of most hollywood offerings , character development -- and more importantly , character empathy -- is at the heart of italian for beginners . ",1,499.0,sst2,sentiment,,,,,,,
"bennett 's naturalistic performance speaks volumes more truth than any ` reality ' show , and anybody contemplating their own drastic life changes should watch some body first . ",1,861.0,sst2,sentiment,,,,,,,
scooby dooby doo / and shaggy too / you both look and sound great . ,1,132.0,sst2,sentiment,,,,,,,
... is an arthritic attempt at directing by callie khouri . ,0,870.0,sst2,sentiment,,,,,,,
worth watching for dong jie 's performance -- and for the way it documents a culture in the throes of rapid change . ,1,720.0,sst2,sentiment,,,,,,,
his healthy sense of satire is light and fun ... ,1,848.0,sst2,sentiment,,,,,,,
"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ",1,41.0,sst2,sentiment,,,,,,,
"a quiet , pure , elliptical film ",1,535.0,sst2,sentiment,,,,,,,
"too often , the viewer is n't reacting to humor so much as they are wincing back in repugnance . ",0,108.0,sst2,sentiment,,,,,,,
"based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters ",1,788.0,sst2,sentiment,,,,,,,
... a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it . ,0,56.0,sst2,sentiment,,,,,,,
what was once original has been co-opted so frequently that it now seems pedestrian . ,0,305.0,sst2,sentiment,,,,,,,
"because of an unnecessary and clumsy last scene , ` swimfan ' left me with a very bad feeling . ",0,693.0,sst2,sentiment,,,,,,,
a giggle-inducing comedy with snappy dialogue and winning performances by an unlikely team of oscar-winners : susan sarandon and goldie hawn . ,1,835.0,sst2,sentiment,,,,,,,
seldom has a movie so closely matched the spirit of a man and his work . ,1,24.0,sst2,sentiment,,,,,,,
"what really makes it special is that it pulls us into its world , gives us a hero whose suffering and triumphs we can share , surrounds him with interesting characters and sends us out of the theater feeling we 've shared a great adventure . ",1,334.0,sst2,sentiment,,,,,,,
"it 's another stale , kill-by-numbers flick , complete with blade-thin characters and terrible , pun-laden dialogue . ",0,409.0,sst2,sentiment,,,,,,,
"while it 's genuinely cool to hear characters talk about early rap records ( sugar hill gang , etc. ) , the constant referencing of hip-hop arcana can alienate even the savviest audiences . ",0,863.0,sst2,sentiment,,,,,,,
"for the most part , director anne-sophie birot 's first feature is a sensitive , extraordinarily well-acted drama . ",1,51.0,sst2,sentiment,,,,,,,
"a fitfully amusing romp that , if nothing else , will appeal to fans of malcolm in the middle and its pubescent star , frankie muniz . ",1,796.0,sst2,sentiment,,,,,,,
"a tender , witty , captivating film about friendship , love , memory , trust and loyalty . ",1,799.0,sst2,sentiment,,,,,,,
one of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals ... a psychological masterpiece . ,1,557.0,sst2,sentiment,,,,,,,
"it ca n't decide if it wants to be a mystery/thriller , a romance or a comedy . ",0,264.0,sst2,sentiment,,,,,,,
a giggle a minute . ,1,416.0,sst2,sentiment,,,,,,,
"this piece of channel 5 grade trash is , quite frankly , an insult to the intelligence of the true genre enthusiast . ",0,814.0,sst2,sentiment,,,,,,,
"mattei is tiresomely grave and long-winded , as if circularity itself indicated profundity . ",0,390.0,sst2,sentiment,,,,,,,
it 's a beautiful madness . ,1,773.0,sst2,sentiment,,,,,,,
... the movie is just a plain old monster . ,0,18.0,sst2,sentiment,,,,,,,
"writer-director 's mehta 's effort has tons of charm and the whimsy is in the mixture , the intoxicating masala , of cultures and film genres . ",1,628.0,sst2,sentiment,,,,,,,
"an absurdist comedy about alienation , separation and loss . ",0,846.0,sst2,sentiment,,,,,,,
"though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . ",1,83.0,sst2,sentiment,,,,,,,
"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ",0,61.0,sst2,sentiment,,,,,,,
it 's like watching a nightmare made flesh . ,0,272.0,sst2,sentiment,,,,,,,
k-19 exploits our substantial collective fear of nuclear holocaust to generate cheap hollywood tension . ,0,285.0,sst2,sentiment,,,,,,,
( a ) n utterly charming and hilarious film that reminded me of the best of the disney comedies from the 60s . ,1,714.0,sst2,sentiment,,,,,,,
"and if you 're not nearly moved to tears by a couple of scenes , you 've got ice water in your veins . ",1,665.0,sst2,sentiment,,,,,,,
